Id,Notes,Tag,Hash
6917530025185301188,"AI v2.3 COULD DELETE — same weapon name, hash/version, and intrinsic frame as the proposed retained copy. Best legal perk combo scores 3.3 below the best copy. Retain No Hesitation ID 6917530188310930599. Still review origin-trait selection, barrels, magazines, Masterwork, stats, source, build role, and personal feel before dismantling.",junk,1801007332
6917529957417398918,"AI v2.3 COULD DELETE — same weapon name, hash/version, and intrinsic frame as the proposed retained copy. Best legal perk combo scores 3.6 below the best copy. Retain Old Sterling ID 6917530021133419406. Still review origin-trait selection, barrels, magazines, Masterwork, stats, source, build role, and personal feel before dismantling.",junk,3678653083
6917530024341746627,"AI v2.3 COULD DELETE — same weapon name, hash/version, and intrinsic frame as the proposed retained copy. Selected main-trait pair is duplicated by a stronger retained copy; legal main-trait options are covered by a stronger copy. Retain Patron of Lost Causes ID 6917530023350138452. Still review origin-trait selection, barrels, magazines, Masterwork, stats, source, build role, and personal feel before dismantling.",junk,2249996761
6917530187781171705,"AI v2.3 COULD DELETE — same weapon name, hash/version, and intrinsic frame as the proposed retained copy. Selected main-trait pair is duplicated by a stronger retained copy. Retain Retold Tale ID 6917530189141749536. Still review origin-trait selection, barrels, magazines, Masterwork, stats, source, build role, and personal feel before dismantling.",junk,3442151842
6917530187921023683,"AI v2.3 COULD DELETE — same weapon name, hash/version, and intrinsic frame as the proposed retained copy. Best legal perk combo scores 4.3 below the best copy; selected main-trait pair is duplicated by a stronger retained copy. Retain Retold Tale ID 6917530189141749536. Still review origin-trait selection, barrels, magazines, Masterwork, stats, source, build role, and personal feel before dismantling.",junk,3442151842
6917530187781164790,"AI v2.3 COULD DELETE — same weapon name, hash/version, and intrinsic frame as the proposed retained copy. Best legal perk combo scores 3.0 below the best copy. Retain Sleepless ID 6917530187762597339. Still review origin-trait selection, barrels, magazines, Masterwork, stats, source, build role, and personal feel before dismantling.",junk,1738552769
6917530022275957653,"AI v2.3 COULD DELETE — same weapon name, hash/version, and intrinsic frame as the proposed retained copy. Best legal perk combo scores 3.0 below the best copy. Retain Someday ID 6917530022223700171. Still review origin-trait selection, barrels, magazines, Masterwork, stats, source, build role, and personal feel before dismantling.",junk,3232203524
6917530025303667468,"AI v2.3 COULD DELETE — same weapon name, hash/version, and intrinsic frame as the proposed retained copy. Best legal perk combo scores 3.5 below the best copy. Retain Someday ID 6917530022223700171. Still review origin-trait selection, barrels, magazines, Masterwork, stats, source, build role, and personal feel before dismantling.",junk,3232203524
6917529957189348096,"AI v2.3 COULD DELETE — same weapon name, hash/version, and intrinsic frame as the proposed retained copy. Best legal perk combo scores 3.1 below the best copy. Retain Staccato-46 ID 6917529811373370881. Still review origin-trait selection, barrels, magazines, Masterwork, stats, source, build role, and personal feel before dismantling.",junk,4019668921
6917530186031835274,"AI v2.3 COULD DELETE — same weapon name, hash/version, and intrinsic frame as the proposed retained copy. Best legal perk combo scores 3.7 below the best copy. Retain Sublimation ID 6917530186384981965. Still review origin-trait selection, barrels, magazines, Masterwork, stats, source, build role, and personal feel before dismantling.",junk,1674692344
6917530186394223957,"AI v2.3 COULD DELETE — same weapon name, hash/version, and intrinsic frame as the proposed retained copy. Best legal perk combo scores 4.2 below the best copy. Retain Sublimation ID 6917530186384981965. Still review origin-trait selection, barrels, magazines, Masterwork, stats, source, build role, and personal feel before dismantling.",junk,1674692344
6917530018691208701,"AI v2.3 COULD DELETE — same weapon name, hash/version, and intrinsic frame as the proposed retained copy. Best legal perk combo scores 3.2 below the best copy. Retain Syncopation-53 ID 6917529648603200454. Still review origin-trait selection, barrels, magazines, Masterwork, stats, source, build role, and personal feel before dismantling.",junk,2856514843
6917530025730358905,"AI v2.3 COULD DELETE — same weapon name, hash/version, and intrinsic frame as the proposed retained copy. Selected main-trait pair is duplicated by a stronger retained copy; legal main-trait options are covered by a stronger copy. Retain The Call ID 6917530022261547152. Still review origin-trait selection, barrels, magazines, Masterwork, stats, source, build role, and personal feel before dismantling.",junk,3947966653
6917529961359948184,"AI v2.3 COULD DELETE — same weapon name, hash/version, and intrinsic frame as the proposed retained copy. Selected main-trait pair is duplicated by a stronger retained copy; legal main-trait options are covered by a stronger copy. Retain Tigerspite ID 6917529975897007086. Still review origin-trait selection, barrels, magazines, Masterwork, stats, source, build role, and personal feel before dismantling.",junk,2465372924
6917530188889197339,"AI v2.3 COULD DELETE — same weapon name, hash/version, and intrinsic frame as the proposed retained copy. Best legal perk combo scores 3.4 below the best copy. Retain True Prophecy ID 6917530186327109608. Still review origin-trait selection, barrels, magazines, Masterwork, stats, source, build role, and personal feel before dismantling.",junk,960948343
6917530186073777637,"AI v2.3 COULD DELETE — same weapon name, hash/version, and intrinsic frame as the proposed retained copy. Selected main-trait pair is duplicated by a stronger retained copy; legal main-trait options are covered by a stronger copy. Retain Ulterior Observation ID 6917530186029430952. Still review origin-trait selection, barrels, magazines, Masterwork, stats, source, build role, and personal feel before dismantling.",junk,1079872540
6917530187931340048,"AI v2.3 COULD DELETE — same weapon name, hash/version, and intrinsic frame as the proposed retained copy. Best legal perk combo scores 3.0 below the best copy. Retain Ulterior Observation ID 6917530186025651367. Still review origin-trait selection, barrels, magazines, Masterwork, stats, source, build role, and personal feel before dismantling.",junk,1079872540
6917529970119003473,"AI v2.3 COULD DELETE — same weapon name, hash/version, and intrinsic frame as the proposed retained copy. Best legal perk combo scores 4.8 below the best copy. Retain Vouchsafe ID 6917529961894155892. Still review origin-trait selection, barrels, magazines, Masterwork, stats, source, build role, and personal feel before dismantling.",junk,355922321
6917530071961944704,"AI v2.3 COULD DELETE — same weapon name, hash/version, and intrinsic frame as the proposed retained copy. Best legal perk combo scores 3.2 below the best copy. Retain Yarovit MG4 ID 6917530025490362321. Still review origin-trait selection, barrels, magazines, Masterwork, stats, source, build role, and personal feel before dismantling.",junk,3959549446
